,ANOMES,E125SN4,V125SN4,E125SN8,V125SN8,E200SN4,V200SN4,E200SN8,V200SN8,E250SN4,V250SN4,E250SN8,V250SN8,E315SN4,V315SN4,E315SN8,V315SN8,E400SN4,V400SN4,E400SN8,V400SN4,E400SN8,V400SN8,E500SN4,V500SN8,E630SN4,V630SN4,E630SN8,V630SN8,E800SN4,V800SN4,E800SN8,V800SN8
165,2018-10,16536.0,64140.0,38400.0,110130.0,31920.0,57840.0,129912.0,356760.0,5160.0,2220,60312.0,88560.0,6144.0,8520.0,98192.0,64785.0,3744.0,4590.0,51528.0,4590.0,51528.0,33600.0,0.0,15540.0,0.0,0.0,3576.0,5040.0,0.0,0.0,2304.0,2310.0
166,2018-11,22992.0,69510.0,42192.0,78450.0,20760.0,21420.0,96048.0,342840.0,1632.0,7440,35904.0,104430.0,4656.0,11850.0,51288.0,97485.0,2592.0,3900.0,15756.0,3900.0,15756.0,28845.0,96.0,4680.0,192.0,0.0,3912.0,3600.0,0.0,0.0,0.0,1380.0
167,2018-12,175008.0,34230.0,65496.0,72630.0,77352.0,5670.0,132424.8,204770.80000000002,16320.0,2520,18624.0,15570.0,14424.0,4890.0,122676.0,46080.0,1416.0,270.0,18432.0,270.0,18432.0,20940.0,480.0,6390.0,0.0,0.0,8856.0,2880.0,0.0,0.0,456.0,270.0
168,2019-01,15240.0,68130.0,50160.0,114870.0,8544.0,25860.0,178896.0,253410.0,5424.0,6780,34608.0,65970.0,9288.0,13500.0,104888.0,92970.0,4104.0,3780.0,23328.0,3780.0,23328.0,30480.0,0.0,10050.0,0.0,0.0,2760.0,7200.0,0.0,0.0,3432.0,3270.0
169,2019-02,33840.0,71460.0,70128.0,72390.0,5568.0,36930.0,123192.0,181530.0,2520.0,3540,44512.0,51450.0,3456.0,15630.0,75240.0,93810.0,3624.0,4410.0,40968.0,4410.0,40968.0,48120.0,0.0,6210.0,0.0,0.0,6720.0,7860.0,0.0,0.0,120.0,630.0
170,2019-03,346056.0,73920.0,156276.0,101670.0,110976.0,38340.0,486324.0,231600.0,11520.0,8790,48936.0,47370.0,50112.0,10620.0,133842.0,71160.0,3792.0,3600.0,53784.0,3600.0,53784.0,29670.0,1188.0,13980.0,0.0,0.0,9504.0,8400.0,0.0,0.0,1824.0,1110.0
171,2019-04,14892.0,53010.0,42096.0,61860.0,12600.0,8160.0,133288.8,228210.0,1752.0,6840,43848.0,49410.0,2376.0,4920.0,47976.0,61980.0,4476.0,3210.0,17304.0,3210.0,17304.0,23190.0,0.0,9060.0,0.0,0.0,4488.0,6690.0,0.0,0.0,96.0,-90.0
172,2019-05,39816.0,90450.0,83928.0,111060.0,21720.0,43800.0,304304.0,248820.0,11136.0,12720,62472.0,44220.0,4776.0,6030.0,140824.0,89550.0,3384.0,3720.0,39990.0,3720.0,39990.0,23310.0,48.0,13620.0,0.0,0.0,6424.0,4500.0,0.0,0.0,5160.0,1860.0
173,2019-06,22848.0,64800.0,53784.0,84720.0,10560.0,27270.0,285096.0,128430.0,4320.0,8400,53776.0,45600.0,5376.0,11040.0,50848.0,70440.0,4752.0,3150.0,34824.0,3150.0,34824.0,32160.0,0.0,6630.0,0.0,0.0,5736.0,2520.0,0.0,0.0,1200.0,840.0
174,2019-07,27648.0,65010.0,69456.0,74460.0,11328.0,29790.0,99024.0,177450.0,4656.0,8880,41376.0,55980.0,8568.0,7380.0,70416.0,64170.0,7536.0,6810.0,23136.0,6810.0,23136.0,20400.0,0.0,7620.0,216.0,0.0,1824.0,2760.0,0.0,0.0,960.0,1110.0
175,2019-08,16200.0,39600.0,24960.0,44850.0,3360.0,12960.0,55752.0,83130.0,648.0,3450,16176.0,33000.0,3552.0,6450.0,26088.0,45300.0,2592.0,3210.0,14712.0,3210.0,14712.0,20400.0,672.0,8250.0,0.0,0.0,3936.0,5250.0,0.0,0.0,0.0,600.0
176,2019-09,68436.0,75240.0,36360.0,85890.0,24624.0,30450.0,113088.0,188580.0,2184.0,2970,25488.0,39330.0,1152.0,9750.0,40728.0,53820.0,4896.0,9840.0,9384.0,9840.0,9384.0,16470.0,0.0,4530.0,0.0,0.0,4104.0,4230.0,0.0,0.0,576.0,660.0
177,2019-10,45984.0,69150.0,52080.0,91350.0,30960.0,30480.0,93720.0,189510.0,6288.0,5940,59904.0,39630.0,10992.0,14100.0,54864.0,58500.0,6960.0,4230.0,19026.0,4230.0,19026.0,21780.0,144.0,7890.0,0.0,0.0,6408.0,5040.0,0.0,0.0,624.0,660.0
178,2019-11,45900.0,27096.0,24822.0,42576.0,12240.0,10752.0,105522.0,91200.0,1152.0,2736,18018.0,32088.0,5148.0,5064.0,26136.0,41640.0,918.0,2280.0,8010.0,2280.0,8010.0,14280.0,0.0,6792.0,0.0,0.0,3978.0,7248.0,0.0,0.0,1656.0,912.0
179,2019-12,41388.0,23382.0,25584.0,22518.0,21372.0,13860.0,35064.0,70074.0,4032.0,882,13476.0,21312.0,7464.0,5076.0,29748.0,21654.0,1224.0,756.0,7356.0,756.0,7356.0,4032.0,0.0,4680.0,0.0,0.0,1716.0,2124.0,48.0,0.0,2220.0,1980.0
180,2020-01,14280.0,35064.0,105768.0,36276.0,4560.0,7680.0,413604.0,62472.0,1812.0,2604,52800.0,14052.0,1440.0,2520.0,91956.0,25920.0,936.0,1164.0,44232.0,1164.0,44232.0,9660.0,0.0,5400.0,0.0,0.0,8052.0,1512.0,0.0,0.0,1572.0,1356.0
181,2020-02,6474.0,5298.0,15012.0,7800.0,2136.0,8046.0,123108.0,37224.0,1092.0,1572,11832.0,9192.0,1212.0,1782.0,16902.0,12276.0,378.0,0.0,14436.0,0.0,14436.0,7464.0,0.0,2910.0,0.0,0.0,3966.0,702.0,0.0,0.0,1002.0,96.0
